ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
4,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:535(getContext)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:558(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:601(<listcomp>)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:602(<genexpr>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:554(precompile)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:607(NumExpr)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:685(getType)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:723(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:708(getExprNames)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:726(getArguments)
3,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:823(<listcomp>)
3,0.002,0.001,0.003,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:767(evaluate)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/necompiler.py:11(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:98(set_num_threads)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:116(_init_num_threads)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:164(detect_number_of_cores)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:212(__init__)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:216(__setitem__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:207(CacheDict)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/utils.py:11(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/numexpr/version.py:2(<module>)
1,0.001,0.001,0.001,0.001,{built-in method numexpr.interpreter._set_num_threads}
3,0.000,0.000,0.000,0.000,{built-in method fcntl.ioctl}
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/multiprocessing/synchronize.py:50(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/parser.py:35(library)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/parser.py:60(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/parser.py:73(init)
1,0.000,0.000,13.431,13.431,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/parser.py:87(parse)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/parser.py:45(GPXParser)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/parser.py:15(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/etree/cElementTree.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/multiprocessing/synchronize.py:90(_make_methods)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/_exceptions.py:46(SAXParseException)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/_exceptions.py:105(SAXNotRecognizedException)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/_exceptions.py:115(SAXNotSupportedException)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/_exceptions.py:125(SAXReaderNotAvailable)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/_exceptions.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/saxutils.py:112(XMLGenerator)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/saxutils.py:227(XMLFilterBase)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/saxutils.py:1(<module>)
88306,0.088,0.000,0.088,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/geo.py:330(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/geo.py:327(Location)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/geo.py:373(LocationDelta)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/geo.py:15(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:25(GPXFieldTypeConverter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:39(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:36(SimpleTZ)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:80(<listcomp>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:74(parse_time)
264909,0.475,0.000,0.583,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:112(<lambda>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:111(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:110(FloatConverter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:117(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:116(IntConverter)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:123(from_string)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:122(TimeConverter)
128,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:146(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:145(AbstractGPXField)
107,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:162(__init__)
1766078,2.798,0.000,4.168,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:182(from_xml)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:158(GPXField)
14,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:228(__init__)
6/4,0.231,0.039,12.091,3.023,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:234(from_xml)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:227(GPXComplexField)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:268(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:264(GPXEmailField)
6,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:327(__init__)
88307,0.125,0.000,0.172,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:332(from_xml)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:323(GPXExtensionsField)
88306/1,4.951,0.000,12.092,12.092,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:563(gpx_fields_from_xml)
481,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:606(<lambda>)
268,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:607(<lambda>)
140,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:608(<lambda>)
8,0.001,0.000,0.002,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:596(gpx_check_slots_and_default_values)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpxfield.py:15(<module>)
1,0.000,0.000,0.000,0.000,<string>:1(<module>)
88304,0.432,0.000,0.520,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:517(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:505(GPXTrackPoint)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:692(__init__)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:681(GPXTrackSegment)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:1414(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:1382(GPXTrack)
2,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:1983(__init__)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:1915(GPX)
1,0.000,0.000,0.023,0.023,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/gpx.py:15(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/utils.py:77(make_str)
1,0.000,0.000,0.005,0.005,/home/danlessa/.miniconda3/lib/python3.9/site-packages/gpxpy/utils.py:15(<module>)
1,0.000,0.000,0.003,0.003,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:11(XMLReader)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:91(IncrementalParser)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:165(Locator)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:189(InputSource)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:278(AttributesImpl)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:340(AttributesNSImpl)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/xmlreader.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/handler.py:22(ErrorHandler)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/handler.py:47(ContentHandler)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/handler.py:208(DTDHandler)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/handler.py:223(EntityResolver)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/handler.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/xml/sax/_exceptions.py:9(SAXException)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/importlib/resources.py:150(path)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/importlib/resources.py:169(_path_from_reader)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/importlib/resources.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/importlib/_common.py:1(<module>)
1,0.000,0.000,0.039,0.039,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/_internal_utils.py:3(<module>)
1,0.000,0.000,0.039,0.039,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/compat.py:3(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/__init__.py:136(_import_OrderedDict)
1,0.000,0.000,0.006,0.006,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/__init__.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/errors.py:26(JSONDecodeError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/errors.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/raw_json.py:4(RawJSON)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/raw_json.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/decoder.py:10(_import_c_scanstring)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/decoder.py:24(_floatconstants)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/decoder.py:302(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/decoder.py:272(JSONDecoder)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/decoder.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/compat.py:1(<module>)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/scanner.py:5(_import_c_make_scanner)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/scanner.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/encoder.py:9(_import_speedups)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/encoder.py:141(__init__)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/encoder.py:109(JSONEncoder)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/encoder.py:383(JSONEncoderForHTML)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/simplejson/encoder.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:736(Cookie)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:834(CookiePolicy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:867(DefaultCookiePolicy)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1241(Absent)
1,0.000,0.000,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1243(CookieJar)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1771(LoadError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1773(FileCookieJar)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1856(LWPCookieJar)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1976(MozillaCookieJar)
1,0.000,0.000,0.018,0.018,/home/danlessa/.miniconda3/lib/python3.9/http/cookiejar.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/jpcntx.py:116(JapaneseContextAnalysis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/jpcntx.py:183(SJISContextAnalysis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/jpcntx.py:212(EUCJPContextAnalysis)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/jpcntx.py:30(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/eucjpprober.py:36(EUCJPProber)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/eucjpprober.py:28(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/gb2312prober.py:33(GB2312Prober)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/gb2312prober.py:28(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/euckrprober.py:34(EUCKRProber)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/euckrprober.py:28(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/cp949prober.py:34(CP949Prober)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/cp949prober.py:28(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/big5prober.py:34(Big5Prober)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/big5prober.py:28(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/euctwprober.py:33(EUCTWProber)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/euctwprober.py:28(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/sbcsgroupprober.py:46(SBCSGroupProber)
1,0.000,0.000,0.010,0.010,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/sbcsgroupprober.py:29(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/hebrewprober.py:128(HebrewProber)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/hebrewprober.py:28(<module>)
1,0.001,0.001,0.002,0.002,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/langbulgarianmodel.py:4(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/sbcharsetprober.py:45(SingleByteCharSetProber)
1,0.000,0.000,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/sbcharsetprober.py:29(<module>)
38,0.000,0.000,0.000,0.000,<string>:1(<lambda>)
1,0.001,0.001,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/langgreekmodel.py:4(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/langhebrewmodel.py:4(<module>)
1,0.001,0.001,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/langrussianmodel.py:4(<module>)
1,0.001,0.001,0.001,0.001,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/langthaimodel.py:4(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/langturkishmodel.py:4(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/chardet/version.py:1(<module>)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:12(RequestException)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:28(HTTPError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:32(ConnectionError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:36(ProxyError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:40(SSLError)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:44(Timeout)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:53(ConnectTimeout)
1,0.000,0.000,0.000,0.000,/home/danlessa/.miniconda3/lib/python3.9/site-packages/requests/exceptions.py:60(ReadTimeout)
